iteration,gap,bound satisfied?,bound gap,percentage OD satisfying bound,values of OD not satisfying bound
2,376344.73144705436,False,Bound not satisfied,94.44444444444444,"{('3', '9'): np.float64(0.03508004576231591), ('3', '12'): np.float64(0.0032650922058615737), ('3', '13'): np.float64(0.0016325465777904508), ('4', '9'): np.float64(0.32324915212592464), ('4', '12'): np.float64(0.7275166845277009), ('4', '13'): np.float64(0.7275168613770073), ('4', '24'): np.float64(1.3407058388599449), ('5', '9'): np.float64(0.036655729949237846), ('5', '10'): np.float64(14.529982953377678), ('5', '12'): np.float64(0.18790545830658847), ('5', '13'): np.float64(0.1879055135463763), ('5', '15'): np.float64(3.820613941630388), ('7', '18'): np.float64(0.037432518169838426), ('9', '3'): np.float64(0.031484469243042976), ('9', '4'): np.float64(0.3777151310581146), ('9', '5'): np.float64(0.042981563431473566), ('9', '15'): np.float64(0.4084233952020363), ('10', '5'): np.float64(17.033543638926627), ('11', '14'): np.float64(0.007293560883167731), ('12', '3'): np.float64(0.0034282613223871054), ('12', '4'): np.float64(0.7752040610581847), ('12', '5'): np.float64(0.2248955182429131), ('13', '3'): np.float64(0.0017141311544310667), ('13', '4'): np.float64(0.7752042461014131), ('13', '5'): np.float64(0.22489557307033184), ('14', '11'): np.float64(0.004827772439011799), ('15', '5'): np.float64(4.506193512531187), ('15', '9'): np.float64(0.35806277466042835), ('18', '7'): np.float64(0.05242994751531771), ('18', '16'): np.float64(0.06882924302637494), ('21', '1'): np.float64(0.7144331729284996), ('24', '4'): np.float64(3.916295357929469)}"
3,272114.09910058376,False,Bound not satisfied,92.01388888888889,"{('1', '3'): np.float64(0.00017408153356392647), ('1', '12'): np.float64(0.00332787923063543), ('1', '13'): np.float64(0.008319699390479171), ('2', '1'): np.float64(0.0011140905446575537), ('2', '3'): np.float64(0.07134852044308865), ('2', '5'): np.float64(4.185732618067057), ('2', '12'): np.float64(0.07230307032260064), ('2', '13'): np.float64(0.21683121923568935), ('3', '4'): np.float64(0.002805330005531345), ('3', '6'): np.float64(35.03988978394075), ('3', '9'): np.float64(0.028030707997822955), ('3', '12'): np.float64(0.003253515800138415), ('3', '13'): np.float64(0.0016267583749579697), ('4', '3'): np.float64(0.0030846442215578776), ('4', '9'): np.float64(0.2639784482132602), ('4', '12'): np.float64(0.7480751565296684), ('4', '13'): np.float64(0.7480753545170942), ('4', '24'): np.float64(3.0752207492881674), ('5', '2'): np.float64(9.269669729916462), ('5', '4'): np.float64(0.0003586585064471794), ('5', '12'): np.float64(0.2220008952531534), ('5', '13'): np.float64(0.22200108304877655), ('5', '15'): np.float64(0.8111036159299587), ('6', '3'): np.float64(120.29205911705355), ('6', '12'): np.float64(80.8366419158773), ('6', '13'): np.float64(80.61204761475483), ('7', '18'): np.float64(0.03595438592805231), ('9', '4'): np.float64(0.025037229988760734), ('9', '15'): np.float64(0.20087705480828322), ('12', '1'): np.float64(0.002094603439458731), ('12', '3'): np.float64(0.003428113554734936), ('12', '4'): np.float64(0.7864680994814781), ('12', '5'): np.float64(0.23480448921039138), ('12', '6'): np.float64(26.15122915203183), ('13', '1'): np.float64(0.005236505044236391), ('13', '3'): np.float64(0.001714057270604986), ('13', '4'): np.float64(0.7864683000484283), ('13', '5'): np.float64(0.23480455600142855), ('13', '6'): np.float64(26.15049919677611), ('16', '18'): np.float64(0.07820686804449373), ('17', '1'): np.float64(86.21274428658371), ('18', '7'): np.float64(0.0368136943578417), ('18', '16'): np.float64(0.15687919271174228), ('19', '5'): np.float64(11.193882587892634), ('24', '4'): np.float64(2.1468110253905173), ('24', '6'): np.float64(10.189942479897205)}"
4,199780.69578278292,False,Bound not satisfied,93.05555555555556,"{('1', '2'): np.float64(0.0014621875942168532), ('1', '12'): np.float64(0.0030166328567776176), ('1', '13'): np.float64(0.007541582130984966), ('2', '1'): np.float64(0.0004913474303243261), ('2', '3'): np.float64(0.019813310112035826), ('2', '12'): np.float64(0.020739371568815945), ('2', '13'): np.float64(0.06203909995587514), ('3', '1'): np.float64(0.00017946071774557073), ('3', '2'): np.float64(0.06959252165700669), ('3', '4'): np.float64(0.0002892938937658152), ('3', '12'): np.float64(0.003164370017343835), ('3', '13'): np.float64(0.0015821854841910669), ('4', '3'): np.float64(0.001601549886287165), ('4', '9'): np.float64(0.10359754032658797), ('4', '12'): np.float64(0.7212525054314984), ('4', '13'): np.float64(0.7212528549322647), ('5', '9'): np.float64(0.012751987316938506), ('5', '12'): np.float64(0.2081325635782182), ('5', '13'): np.float64(0.20813280516300542), ('7', '18'): np.float64(0.009677211725244404), ('9', '3'): np.float64(0.035408813029635694), ('9', '4'): np.float64(0.2575706651099227), ('9', '15'): np.float64(0.37686549449201234), ('11', '15'): np.float64(251.6365815848523), ('11', '19'): np.float64(67.69902325167985), ('12', '1'): np.float64(0.0019144794975812474), ('12', '2'): np.float64(0.0701058684086335), ('12', '3'): np.float64(0.0017130324891697435), ('12', '4'): np.float64(0.29746320190681175), ('12', '5'): np.float64(0.08533360300745171), ('13', '1'): np.float64(0.00478618939242014), ('13', '2'): np.float64(0.21027113492983163), ('13', '3'): np.float64(0.0008565170923841347), ('13', '4'): np.float64(0.29746763958303474), ('13', '5'): np.float64(0.08533448756114886), ('15', '11'): np.float64(242.13262682876066), ('16', '18'): np.float64(0.018139787638552618), ('18', '7'): np.float64(0.02001015852049276), ('19', '11'): np.float64(63.2579112688305), ('23', '22'): np.float64(31.085798699927295)}"
5,160465.88295914602,False,Bound not satisfied,92.70833333333334,"{('1', '3'): np.float64(0.0002717447233816508), ('1', '12'): np.float64(0.0024607822146377866), ('1', '13'): np.float64(0.006151952107088761), ('2', '1'): np.float64(0.002063367799051663), ('2', '3'): np.float64(0.10832554531047565), ('2', '12'): np.float64(0.10896436778139912), ('2', '13'): np.float64(0.3268546174551977), ('3', '4'): np.float64(0.004027039813126909), ('3', '9'): np.float64(0.03199220265719027), ('3', '12'): np.float64(0.002147005800825984), ('3', '13'): np.float64(0.0010735035769095446), ('4', '1'): np.float64(0.01749535683817395), ('4', '2'): np.float64(14.475065712790652), ('4', '3'): np.float64(0.00345907568183694), ('4', '9'): np.float64(0.16270534334502007), ('4', '12'): np.float64(0.4667133547941154), ('4', '13'): np.float64(0.4667209010709505), ('4', '24'): np.float64(0.687485330591552), ('5', '3'): np.float64(0.0058344794369120274), ('5', '9'): np.float64(0.018624227873308835), ('5', '12'): np.float64(0.16019086280608563), ('5', '13'): np.float64(0.16019147509771423), ('7', '18'): np.float64(0.0316093405354761), ('9', '3'): np.float64(0.024779031056416392), ('9', '4'): np.float64(0.13673662537827053), ('9', '15'): np.float64(0.2557428749512522), ('12', '1'): np.float64(0.002133750306975575), ('12', '3'): np.float64(0.0032986667550211585), ('12', '4'): np.float64(0.7507095238910039), ('12', '5'): np.float64(0.24955967279961025), ('13', '1'): np.float64(0.005334372593385951), ('13', '3'): np.float64(0.0016493338762466228), ('13', '4'): np.float64(0.750709920335331), ('13', '5'): np.float64(0.24955974558900332), ('14', '11'): np.float64(0.003792228296942101), ('15', '9'): np.float64(0.20088513245785106), ('16', '18'): np.float64(0.26981426188506885), ('18', '7'): np.float64(0.05963597082446753), ('18', '16'): np.float64(0.2435682615595546), ('19', '9'): np.float64(1.7460802490446827), ('24', '1'): np.float64(0.0002760772917459499), ('24', '4'): np.float64(2.183352283811219)}"
6,119813.40002704738,False,Bound not satisfied,93.40277777777779,"{('1', '2'): np.float64(0.0009265004552287584), ('1', '12'): np.float64(0.002184140243730024), ('1', '13'): np.float64(0.0054603455471073205), ('2', '5'): np.float64(1.8749762858578958), ('3', '1'): np.float64(0.00013945992816393303), ('3', '2'): np.float64(0.058488687511382156), ('3', '4'): np.float64(0.0011925460843984197), ('3', '9'): np.float64(0.0016045574098109278), ('3', '12'): np.float64(0.0024888905823606065), ('3', '13'): np.float64(0.0012444458657096616), ('4', '1'): np.float64(0.014713682558598742), ('4', '3'): np.float64(0.0032723513599179034), ('4', '9'): np.float64(0.01841193533998181), ('4', '12'): np.float64(0.5565957184970515), ('4', '13'): np.float64(0.5566012980024747), ('5', '2'): np.float64(6.468252771967529), ('5', '4'): np.float64(0.00016216012861742447), ('5', '9'): np.float64(0.002738391153274497), ('5', '12'): np.float64(0.18284559281655677), ('5', '13'): np.float64(0.18284605328235806), ('7', '18'): np.float64(0.019062947113649358), ('9', '3'): np.float64(0.03623904937785337), ('9', '4'): np.float64(0.1945659900989176), ('9', '15'): np.float64(0.09460700969867825), ('12', '1'): np.float64(0.002124306396869337), ('12', '2'): np.float64(0.05994255005644514), ('12', '3'): np.float64(0.0016985674943014201), ('12', '4'): np.float64(0.3536167127735567), ('12', '5'): np.float64(0.11012200472084269), ('13', '1'): np.float64(0.005310757973656493), ('13', '2'): np.float64(0.17974957405714378), ('13', '3'): np.float64(0.0008492846913238898), ('13', '4'): np.float64(0.35363207677998854), ('13', '5'): np.float64(0.11012290918306941), ('18', '7'): np.float64(0.001892579850208187), ('18', '16'): np.float64(0.13741269392197042), ('24', '1'): np.float64(0.0008480515873000687), ('24', '4'): np.float64(1.2669753296587607)}"
7,101421.69416961572,False,Bound not satisfied,94.96527777777779,"{('1', '2'): np.float64(0.0012737449343041738), ('1', '12'): np.float64(0.00035838883425670523), ('1', '13'): np.float64(0.0008959494777928557), ('3', '1'): np.float64(0.0001637053854090616), ('3', '2'): np.float64(0.06422343644024545), ('3', '4'): np.float64(0.000646791455763583), ('3', '12'): np.float64(0.0007545657933914927), ('3', '13'): np.float64(0.000377284363068891), ('4', '3'): np.float64(0.0004717774807574118), ('4', '12'): np.float64(0.11796944322300706), ('4', '13'): np.float64(0.11800870195493451), ('4', '24'): np.float64(0.14897456401141396), ('5', '2'): np.float64(2.992314591061895), ('5', '9'): np.float64(0.00036075293812390385), ('5', '12'): np.float64(0.0348083305308689), ('5', '13'): np.float64(0.03481072028595586), ('7', '18'): np.float64(0.010529731245563223), ('12', '1'): np.float64(0.0016474279052563867), ('12', '2'): np.float64(0.06467625977000427), ('12', '3'): np.float64(0.0014610022605778083), ('12', '4'): np.float64(0.2977952943984307), ('12', '5'): np.float64(0.08999720024336227), ('13', '1'): np.float64(0.004118557108501002), ('13', '2'): np.float64(0.1939570108984928), ('13', '3'): np.float64(0.0007305022261327316), ('13', '4'): np.float64(0.29781919461414363), ('13', '5'): np.float64(0.08999841368482928), ('18', '7'): np.float64(0.0021470440559928153), ('18', '16'): np.float64(0.06712251101257316)}"
8,82677.87308007815,False,Bound not satisfied,97.04861111111111,"{('1', '12'): np.float64(0.0003427165793850693), ('1', '13'): np.float64(0.0008567677428834436), ('3', '12'): np.float64(0.000715361555849964), ('3', '13'): np.float64(0.00035768232278180693), ('4', '3'): np.float64(0.00019670790756101068), ('4', '12'): np.float64(0.11830187009508242), ('4', '13'): np.float64(0.11834792207652212), ('5', '12'): np.float64(0.03338125763727831), ('5', '13'): np.float64(0.033383823249010264), ('12', '1'): np.float64(0.0005884333802731092), ('12', '3'): np.float64(0.0006323943052726684), ('12', '4'): np.float64(0.09924868727968594), ('12', '5'): np.float64(0.02565953286887865), ('13', '1'): np.float64(0.0014710585827524356), ('13', '3'): np.float64(0.00031619882407753186), ('13', '4'): np.float64(0.09929421611786282), ('13', '5'): np.float64(0.025661755520363094)}"
9,72519.7852672252,False,Bound not satisfied,99.65277777777779,"{('8', '4'): np.float64(5.886298542136353), ('8', '5'): np.float64(6.529817889156636)}"
10,64507.74848399681,False,Bound not satisfied,99.82638888888889,"{('21', '5'): np.float64(9.708949955320268)}"
11,57355.468663588676,False,Bound not satisfied,99.82638888888889,"{('21', '5'): np.float64(6.459248295292191)}"
