iteration,gap,bound satisfied?,bound gap,percentage OD satisfying bound,values of OD not satisfying bound
2,376344.73144705436,False,Bound not satisfied,94.96527777777779,"{('3', '9'): np.float64(0.012466178879937367), ('3', '12'): np.float64(0.0032650911670078983), ('3', '13'): np.float64(0.0016325460583636131), ('4', '9'): np.float64(0.3204386451928579), ('4', '12'): np.float64(0.6997028837384291), ('4', '13'): np.float64(0.6997030605935424), ('5', '9'): np.float64(0.0366533217981397), ('5', '10'): np.float64(14.424326409034771), ('5', '12'): np.float64(0.11929007859876317), ('5', '13'): np.float64(0.1192901300089721), ('5', '15'): np.float64(3.7972890270716677), ('7', '18'): np.float64(0.019309087568640984), ('9', '4'): np.float64(0.37347822681025267), ('9', '5'): np.float64(0.042975937975288946), ('9', '15'): np.float64(0.3057330261612331), ('10', '5'): np.float64(16.947640109347365), ('11', '14'): np.float64(0.004480422598495472), ('12', '3'): np.float64(0.003428260877758644), ('12', '4'): np.float64(0.7567872171638566), ('12', '5'): np.float64(0.179460717837473), ('13', '3'): np.float64(0.0017141309321168359), ('13', '4'): np.float64(0.7567874022098786), ('13', '5'): np.float64(0.1794607659406977), ('14', '11'): np.float64(0.00029256280242558573), ('15', '5'): np.float64(4.457105781032369), ('15', '9'): np.float64(0.1192958877594098), ('18', '7'): np.float64(0.034766279152799416), ('21', '1'): np.float64(0.5432548357162581), ('24', '4'): np.float64(3.5633883671160076)}"
3,272114.09910058376,False,Bound not satisfied,94.61805555555556,"{('1', '12'): np.float64(0.003003144347226217), ('1', '13'): np.float64(0.007507861208159289), ('2', '3'): np.float64(0.0058554780567808), ('2', '12'): np.float64(0.006815738983316416), ('2', '13'): np.float64(0.020291296211600196), ('3', '4'): np.float64(0.0002226357319989828), ('3', '12'): np.float64(0.0032419383901913664), ('3', '13'): np.float64(0.0016209696700135486), ('4', '3'): np.float64(0.0011277212216125), ('4', '9'): np.float64(0.2018034535551665), ('4', '12'): np.float64(0.7398886310349436), ('4', '13'): np.float64(0.7398888499503617), ('4', '24'): np.float64(2.1663471466182433), ('5', '2'): np.float64(6.249492794199762), ('5', '4'): np.float64(0.00035815523084709044), ('5', '12'): np.float64(0.18503699351533703), ('5', '13'): np.float64(0.1850373093058224), ('6', '3'): np.float64(90.59326802501386), ('6', '12'): np.float64(61.70827403597187), ('6', '13'): np.float64(61.258749372786276), ('7', '18'): np.float64(0.017561044172772232), ('12', '1'): np.float64(0.0005261796999297252), ('12', '3'): np.float64(0.003427965357269119), ('12', '4'): np.float64(0.7786977877259699), ('12', '5'): np.float64(0.19765230411213142), ('13', '1'): np.float64(0.0013154399334359551), ('13', '3'): np.float64(0.0017139831718720844), ('13', '4'): np.float64(0.7786980036774414), ('13', '5'): np.float64(0.1976523753787956), ('18', '7'): np.float64(0.004711344100771175), ('24', '4'): np.float64(0.03652534860777212)}"
4,199780.69578278292,False,Bound not satisfied,96.52777777777779,"{('1', '2'): np.float64(0.0010769782833005392), ('1', '12'): np.float64(0.0023707458861572414), ('1', '13'): np.float64(0.005926862397561881), ('3', '1'): np.float64(0.0001046845211998558), ('3', '2'): np.float64(0.03639738775832005), ('3', '12'): np.float64(0.0030642256950892933), ('3', '13'): np.float64(0.0015321133237232844), ('4', '12'): np.float64(0.6865660428471974), ('4', '13'): np.float64(0.6865665648231255), ('5', '12'): np.float64(0.15833723174306993), ('5', '13'): np.float64(0.1583376551644042), ('9', '3'): np.float64(0.008596935250091815), ('9', '4'): np.float64(0.1476538549323444), ('9', '15'): np.float64(0.2619012949778219), ('11', '15'): np.float64(145.31186188300424), ('11', '19'): np.float64(34.77537770392621), ('12', '1'): np.float64(0.00011947209231382046), ('12', '2'): np.float64(0.03641035930051227), ('13', '1'): np.float64(0.00029865926438059874), ('13', '2'): np.float64(0.10913922892831135)}"
5,160465.88295914602,False,Bound not satisfied,94.27083333333334,"{('1', '3'): np.float64(0.00020776264811643618), ('1', '12'): np.float64(0.001277953335365132), ('1', '13'): np.float64(0.003194874187451735), ('2', '1'): np.float64(0.0016728782946572322), ('2', '3'): np.float64(0.08134638784992101), ('2', '12'): np.float64(0.08167640199108309), ('2', '13'): np.float64(0.24495229563115814), ('3', '4'): np.float64(0.0029377679367090345), ('3', '9'): np.float64(0.00975263505507952), ('3', '12'): np.float64(0.0010335030346852875), ('3', '13'): np.float64(0.0005167523955263227), ('4', '2'): np.float64(12.732086868682734), ('4', '3'): np.float64(0.0020292119712561683), ('4', '9'): np.float64(0.010700058898686693), ('4', '12'): np.float64(0.17883335729248684), ('4', '13'): np.float64(0.17884827287708494), ('5', '3'): np.float64(0.004973828620532543), ('5', '9'): np.float64(0.002698734972943602), ('5', '12'): np.float64(0.06378111208347417), ('5', '13'): np.float64(0.06378227702528427), ('7', '18'): np.float64(0.011540619142900735), ('9', '15'): np.float64(0.024190369927798994), ('12', '1'): np.float64(0.0006297337533021944), ('12', '3'): np.float64(0.003237687988915755), ('12', '4'): np.float64(0.7272364143732005), ('12', '5'): np.float64(0.23551958297418765), ('13', '1'): np.float64(0.0015743257786441662), ('13', '3'): np.float64(0.001618844498692343), ('13', '4'): np.float64(0.7272370221512026), ('13', '5'): np.float64(0.23551966618227738), ('18', '7'): np.float64(0.05385300161140795), ('18', '16'): np.float64(0.05219564961145989), ('24', '4'): np.float64(0.6119576761861314)}"
6,119813.40002704738,False,Bound not satisfied,97.04861111111111,"{('1', '12'): np.float64(0.0007640089075582278), ('1', '13'): np.float64(0.0019100098526039482), ('3', '2'): np.float64(0.0057107759584913015), ('3', '12'): np.float64(0.001754389335754713), ('3', '13'): np.float64(0.0008771953421366557), ('4', '3'): np.float64(0.0016939896840429901), ('4', '12'): np.float64(0.3681925415524871), ('4', '13'): np.float64(0.3682035235981778), ('5', '2'): np.float64(0.5545662290722255), ('5', '12'): np.float64(0.11230215167950247), ('5', '13'): np.float64(0.11230301290908351), ('9', '3'): np.float64(0.012141340465779804), ('9', '4'): np.float64(0.033066178203552676), ('12', '1'): np.float64(0.0005791629521301601), ('12', '2'): np.float64(0.0076251348276658165), ('13', '1'): np.float64(0.0014478890815058602), ('13', '2'): np.float64(0.022719979212056762)}"
7,101421.69416961572,False,Bound not satisfied,99.30555555555556,"{('1', '2'): np.float64(0.0005015541846290575), ('3', '2'): np.float64(0.01567276480125092), ('12', '2'): np.float64(0.015598711635358017), ('13', '2'): np.float64(0.046653220979548826)}"
8,82677.87308007815,True,500499.7654824233,100.0,{}
9,72519.7852672252,False,Bound not satisfied,99.65277777777779,"{('8', '4'): np.float64(0.2769434162155804), ('8', '5'): np.float64(4.382591302107399)}"
10,64507.74848399681,True,390162.9270565874,100.0,{}
11,57355.468663588676,True,346197.2390042808,100.0,{}
