iteration,gap,bound_satisfied,percentage OD satisfying bound,values of OD not satisfying bound
2,376344.731447055,False,93.22916666666666,"{('3', '4'): np.float64(-0.0010327902309217188), ('3', '9'): np.float64(-0.0426140819891137), ('3', '12'): np.float64(-0.0032647786865209727), ('3', '13'): np.float64(-0.0016323898180096155), ('4', '9'): np.float64(-0.32416344816708803), ('4', '12'): np.float64(-0.7367284708231199), ('4', '13'): np.float64(-0.736728667078849), ('4', '24'): np.float64(-2.2543739198046904), ('5', '9'): np.float64(-0.03665419892733297), ('5', '10'): np.float64(-14.565220050313181), ('5', '12'): np.float64(-0.21075687851476435), ('5', '13'): np.float64(-0.2107569932203274), ('5', '15'): np.float64(-3.8283898777918015), ('7', '18'): np.float64(-0.043465959773823906), ('9', '3'): np.float64(-0.04283549861594612), ('9', '4'): np.float64(-0.37910116412378214), ('9', '5'): np.float64(-0.04298074564655399), ('9', '15'): np.float64(-0.4426254469596954), ('10', '5'): np.float64(-17.06220487453733), ('11', '14'): np.float64(-0.008295372172651168), ('12', '3'): np.float64(-0.003427933854236822), ('12', '4'): np.float64(-0.7812810598229779), ('12', '5'): np.float64(-0.24001944801827702), ('12', '13'): np.float64(-2.5652180541094016e-09), ('13', '3'): np.float64(-0.0017139674202252928), ('13', '4'): np.float64(-0.7812812683404827), ('13', '5'): np.float64(-0.2400195056497461), ('13', '12'): np.float64(-2.567091505249963e-09), ('14', '9'): np.float64(-34.42878504533768), ('14', '11'): np.float64(-0.006338629692656613), ('14', '19'): np.float64(-0.028941042287276855), ('15', '5'): np.float64(-4.522560882865317), ('15', '9'): np.float64(-0.43763378599896136), ('15', '17'): np.float64(-24.50552409037914), ('16', '18'): np.float64(-0.1290456360715327), ('18', '7'): np.float64(-0.058308329944899394), ('18', '16'): np.float64(-0.19977687209612083), ('21', '1'): np.float64(-0.7714585145878725), ('24', '4'): np.float64(-4.033805566613825)}"
3,272114.09910058405,False,90.79861111111111,"{('1', '3'): np.float64(-0.00022912331374602126), ('1', '12'): np.float64(-0.0034357892750881487), ('1', '13'): np.float64(-0.008589475410903505), ('2', '1'): np.float64(-0.0015652258795370176), ('2', '3'): np.float64(-0.09317993791344242), ('2', '5'): np.float64(-7.343935772868681), ('2', '12'): np.float64(-0.09413080847920989), ('2', '13'): np.float64(-0.2823923429540547), ('3', '4'): np.float64(-0.003665846744501205), ('3', '6'): np.float64(-81.68555780994379), ('3', '9'): np.float64(-0.03822994155052911), ('3', '12'): np.float64(-0.0032570610712232256), ('3', '13'): np.float64(-0.0016285310103607395), ('4', '3'): np.float64(-0.0037365844357784223), ('4', '5'): np.float64(-0.00020680557701686786), ('4', '9'): np.float64(-0.2846816903043855), ('4', '12'): np.float64(-0.7507446086619619), ('4', '13'): np.float64(-0.7507447856731714), ('4', '24'): np.float64(-3.3772363779797203), ('5', '2'): np.float64(-10.298605898350889), ('5', '4'): np.float64(-0.000358799612281186), ('5', '9'): np.float64(-0.006929451485063048), ('5', '10'): np.float64(-4.653572199311771), ('5', '12'): np.float64(-0.23430250807531214), ('5', '13'): np.float64(-0.23430256960403528), ('5', '15'): np.float64(-1.8234159480941883), ('6', '3'): np.float64(-131.57612475532392), ('6', '12'): np.float64(-87.68872072622118), ('6', '13'): np.float64(-87.68786178871137), ('7', '18'): np.float64(-0.042077741536717436), ('9', '4'): np.float64(-0.14405253512077817), ('9', '15'): np.float64(-0.3029233559033345), ('12', '1'): np.float64(-0.0026170618416244858), ('12', '3'): np.float64(-0.0034278353375304512), ('12', '4'): np.float64(-0.7889963158883848), ('12', '5'): np.float64(-0.24716799234825199), ('12', '6'): np.float64(-54.4230780915328), ('12', '13'): np.float64(-2.565219584248128e-09), ('13', '1'): np.float64(-0.0065426563194530135), ('13', '3'): np.float64(-0.0017139181618721052), ('13', '4'): np.float64(-0.7889965011496848), ('13', '5'): np.float64(-0.24716805762986113), ('13', '6'): np.float64(-54.42267152806466), ('13', '12'): np.float64(-2.5669952732010204e-09), ('14', '12'): np.float64(-36.55951412396254), ('16', '18'): np.float64(-0.24534648800064368), ('17', '1'): np.float64(-128.23044266600283), ('18', '7'): np.float64(-0.047504987755184004), ('18', '16'): np.float64(-0.2592947003731725), ('19', '5'): np.float64(-21.229859579041886), ('21', '23'): np.float64(-25.234511723548252), ('24', '4'): np.float64(-2.8521121202491444), ('24', '6'): np.float64(-24.91258337528215)}"
4,199780.6957827836,False,91.66666666666666,"{('1', '2'): np.float64(-0.0015904341926974775), ('1', '3'): np.float64(-0.00015085595688275105), ('1', '12'): np.float64(-0.0032315936179764804), ('1', '13'): np.float64(-0.008078985176239107), ('2', '1'): np.float64(-0.0011726261259470863), ('2', '3'): np.float64(-0.059910791324404564), ('2', '5'): np.float64(-2.590502643804486), ('2', '12'): np.float64(-0.060843622593977104), ('2', '13'): np.float64(-0.1824351738166999), ('3', '1'): np.float64(-0.00020436525121136787), ('3', '2'): np.float64(-0.08065096010461023), ('3', '4'): np.float64(-0.0019602388941873296), ('3', '12'): np.float64(-0.0031974375961629892), ('3', '13'): np.float64(-0.0015987192721275934), ('4', '3'): np.float64(-0.0027266946890722363), ('4', '5'): np.float64(-9.931027017879603e-06), ('4', '9'): np.float64(-0.17688455809684725), ('4', '12'): np.float64(-0.7327554997817239), ('4', '13'): np.float64(-0.7327557376872543), ('5', '9'): np.float64(-0.020307254226328064), ('5', '12'): np.float64(-0.22471111899698315), ('5', '13'): np.float64(-0.22471129678628646), ('7', '18'): np.float64(-0.024253293837551915), ('9', '3'): np.float64(-0.04434151079119089), ('9', '4'): np.float64(-0.29417981667092447), ('9', '15'): np.float64(-0.41515638024894946), ('11', '15'): np.float64(-303.24274369994305), ('11', '19'): np.float64(-83.12614203331171), ('12', '1'): np.float64(-0.0025124659363217018), ('12', '2'): np.float64(-0.08133078852816814), ('12', '3'): np.float64(-0.0022844463721221247), ('12', '4'): np.float64(-0.4629777638713294), ('12', '5'): np.float64(-0.14719278682739984), ('12', '13'): np.float64(-2.5501759563538947e-09), ('13', '1'): np.float64(-0.006281163134092939), ('13', '2'): np.float64(-0.24397022900143311), ('13', '3'): np.float64(-0.0011422236791516533), ('13', '4'): np.float64(-0.46297862726796424), ('13', '5'): np.float64(-0.14719285076853938), ('13', '12'): np.float64(-2.566817292682763e-09), ('14', '11'): np.float64(-0.002134448767565829), ('15', '9'): np.float64(-0.14139533874779725), ('15', '11'): np.float64(-321.4806892681246), ('16', '18'): np.float64(-0.19977299633837292), ('18', '7'): np.float64(-0.03576769651428066), ('18', '16'): np.float64(-0.11186771909215792), ('19', '11'): np.float64(-86.88646121237957), ('23', '22'): np.float64(-157.42679625817047)}"
5,160465.8829591447,False,90.45138888888889,"{('1', '3'): np.float64(-0.0002930521392777171), ('1', '4'): np.float64(-0.03479331185126948), ('1', '12'): np.float64(-0.002854723650001776), ('1', '13'): np.float64(-0.007136808572239577), ('2', '1'): np.float64(-0.0021933812358179835), ('2', '3'): np.float64(-0.11731037176447338), ('2', '12'): np.float64(-0.11805209089574785), ('2', '13'): np.float64(-0.35412908918249786), ('3', '4'): np.float64(-0.004389744415178094), ('3', '5'): np.float64(-0.0018666616382280662), ('3', '9'): np.float64(-0.03940143399230186), ('3', '12'): np.float64(-0.002517859895371143), ('3', '13'): np.float64(-0.0012589304368618459), ('4', '1'): np.float64(-0.05123544440483255), ('4', '2'): np.float64(-15.047237900772993), ('4', '3'): np.float64(-0.003935326003521466), ('4', '5'): np.float64(-0.00019291591523013898), ('4', '9'): np.float64(-0.21334967927358878), ('4', '12'): np.float64(-0.5626323435726296), ('4', '13'): np.float64(-0.5626334842109599), ('4', '24'): np.float64(-1.468698824568971), ('5', '3'): np.float64(-0.006121059124538414), ('5', '4'): np.float64(-0.0001368775522061059), ('5', '9'): np.float64(-0.023930378497772076), ('5', '12'): np.float64(-0.1923091259908664), ('5', '13'): np.float64(-0.19230942789726466), ('7', '18'): np.float64(-0.03829108410592323), ('9', '3'): np.float64(-0.03700839082261005), ('9', '4'): np.float64(-0.21231308669383234), ('9', '5'): np.float64(-0.0065621483919640865), ('9', '15'): np.float64(-0.33290106241440476), ('11', '1'): np.float64(-5.198816503085865), ('11', '2'): np.float64(-5.460667939127575), ('11', '3'): np.float64(-3.9120065228902234), ('12', '1'): np.float64(-0.0026347380580222938), ('12', '3'): np.float64(-0.003318665369260161), ('12', '4'): np.float64(-0.7584700557499848), ('12', '5'): np.float64(-0.25421852186952215), ('12', '13'): np.float64(-2.5634331767398684e-09), ('13', '1'): np.float64(-0.006586841100648595), ('13', '3'): np.float64(-0.0016593331878178355), ('13', '4'): np.float64(-0.7584703757330257), ('13', '5'): np.float64(-0.2542186267672333), ('13', '12'): np.float64(-2.555045743495428e-09), ('14', '11'): np.float64(-0.00512776924262579), ('15', '9'): np.float64(-0.3034339754383677), ('16', '2'): np.float64(-20.97178080144721), ('16', '6'): np.float64(-19.36058337363464), ('16', '8'): np.float64(-50.46529560544167), ('16', '18'): np.float64(-0.3611908831807471), ('18', '7'): np.float64(-0.06155402531786028), ('18', '16'): np.float64(-0.30729703416115955), ('19', '9'): np.float64(-4.584367442972339), ('24', '1'): np.float64(-0.008495555207421093), ('24', '4'): np.float64(-2.702475020131353)}"
6,119813.40002704706,False,91.14583333333334,"{('1', '2'): np.float64(-0.0012891241701611508), ('1', '3'): np.float64(-3.2802382966685506e-05), ('1', '12'): np.float64(-0.0026571823551448225), ('1', '13'): np.float64(-0.006642953558122548), ('2', '1'): np.float64(-0.0002878785129345222), ('2', '3'): np.float64(-0.01245270225041932), ('2', '5'): np.float64(-5.982508678227701), ('2', '9'): np.float64(-4.8199167880739076), ('2', '12'): np.float64(-0.013258019160817647), ('2', '13'): np.float64(-0.039601766442058595), ('3', '1'): np.float64(-0.0001848819816473988), ('3', '2'): np.float64(-0.0760745655917732), ('3', '4'): np.float64(-0.0024934455520320736), ('3', '9'): np.float64(-0.01892765297718487), ('3', '12'): np.float64(-0.0027334104308038357), ('3', '13'): np.float64(-0.001366705765935099), ('4', '1'): np.float64(-0.050504369581669026), ('4', '2'): np.float64(-0.12368895678838498), ('4', '3'): np.float64(-0.003798101461828929), ('4', '9'): np.float64(-0.11547556845025236), ('4', '12'): np.float64(-0.6193354920970638), ('4', '13'): np.float64(-0.6193388949259313), ('4', '24'): np.float64(-0.19386186621254975), ('5', '2'): np.float64(-8.481523728209869), ('5', '3'): np.float64(-0.001780714153315036), ('5', '4'): np.float64(-0.00022360389524348433), ('5', '9'): np.float64(-0.013183223307145133), ('5', '12'): np.float64(-0.20633993492593955), ('5', '13'): np.float64(-0.2063402648866207), ('7', '18'): np.float64(-0.029703977141403142), ('9', '3'): np.float64(-0.044267144946054854), ('9', '4'): np.float64(-0.24837143860649774), ('9', '5'): np.float64(-0.011358861372444653), ('9', '15'): np.float64(-0.22291480852883383), ('12', '1'): np.float64(-0.0026390046867670845), ('12', '2'): np.float64(-0.07737455591876584), ('12', '3'): np.float64(-0.0022526109599766892), ('12', '4'): np.float64(-0.49404207571942), ('12', '5'): np.float64(-0.16126199285018536), ('12', '13'): np.float64(-2.4827628706609893e-09), ('13', '1'): np.float64(-0.006597510080654034), ('13', '2'): np.float64(-0.23207925151371128), ('13', '3'): np.float64(-0.0011263060210078123), ('13', '4'): np.float64(-0.49404478761605614), ('13', '5'): np.float64(-0.1612621222959644), ('13', '12'): np.float64(-2.5439235433012308e-09), ('16', '18'): np.float64(-0.1492862459312771), ('18', '7'): np.float64(-0.022994742292012448), ('18', '16'): np.float64(-0.23515382467031296), ('24', '1'): np.float64(-0.008916702133461338), ('24', '4'): np.float64(-2.079106096567508)}"
7,101421.69416961608,False,93.22916666666666,"{('1', '2'): np.float64(-0.001530985170411606), ('1', '12'): np.float64(-0.0014276882176417773), ('1', '13'): np.float64(-0.0035692117696856677), ('3', '1'): np.float64(-0.00020234398154212415), ('3', '2'): np.float64(-0.08039930086572383), ('3', '4'): np.float64(-0.0020943813416019978), ('3', '9'): np.float64(-0.016636185024010743), ('3', '12'): np.float64(-0.0015701999666169531), ('3', '13'): np.float64(-0.0007851007058200864), ('4', '3'): np.float64(-0.001916553797529716), ('4', '9'): np.float64(-0.09799258711640638), ('4', '12'): np.float64(-0.3251869349359484), ('4', '13'): np.float64(-0.3251990604434044), ('4', '24'): np.float64(-1.1136503287001522), ('5', '2'): np.float64(-6.241858715261762), ('5', '4'): np.float64(-8.52395392032564e-05), ('5', '9'): np.float64(-0.011304187824115311), ('5', '12'): np.float64(-0.10698990969632616), ('5', '13'): np.float64(-0.10699079895069893), ('7', '18'): np.float64(-0.023710917886938358), ('9', '3'): np.float64(-0.004102883732762366), ('9', '4'): np.float64(-0.019134726135159597), ('9', '5'): np.float64(-0.0018400200567545502), ('12', '1'): np.float64(-0.0023069661063172212), ('12', '2'): np.float64(-0.08102753848001054), ('12', '3'): np.float64(-0.0020783943826676926), ('12', '4'): np.float64(-0.4527867980381935), ('12', '5'): np.float64(-0.14638874307529337), ('12', '13'): np.float64(-2.476074138949961e-09), ('13', '1'): np.float64(-0.0057674087085342034), ('13', '2'): np.float64(-0.24303780879617795), ('13', '3'): np.float64(-0.0010391980051904924), ('13', '4'): np.float64(-0.4527982068162221), ('13', '5'): np.float64(-0.14638942524844145), ('13', '12'): np.float64(-2.4435241664021866e-09), ('16', '18'): np.float64(-0.16226095393442386), ('18', '7'): np.float64(-0.022560739955278526), ('18', '16'): np.float64(-0.18571491186907546), ('24', '1'): np.float64(-0.004169452275812443)}"
8,82677.87308007792,False,93.40277777777779,"{('1', '2'): np.float64(-0.0005776338173802686), ('1', '12'): np.float64(-0.001390887656764852), ('1', '13'): np.float64(-0.003477205047662921), ('3', '1'): np.float64(-7.281505661880494e-05), ('3', '2'): np.float64(-0.028343595935580848), ('3', '4'): np.float64(-0.001474409136423964), ('3', '9'): np.float64(-0.005938959492799219), ('3', '12'): np.float64(-0.0015236641119930091), ('3', '13'): np.float64(-0.0007618331642406626), ('4', '3'): np.float64(-0.0016972518415798803), ('4', '9'): np.float64(-0.03149629001629006), ('4', '12'): np.float64(-0.32017722383401703), ('4', '13'): np.float64(-0.3202029148721341), ('4', '24'): np.float64(-0.578022465127416), ('5', '2'): np.float64(-0.2883018278169853), ('5', '9'): np.float64(-0.003538278234204901), ('5', '12'): np.float64(-0.10422965750223329), ('5', '13'): np.float64(-0.10423124673286854), ('7', '18'): np.float64(-0.016159483688652714), ('9', '3'): np.float64(-0.015975656934424355), ('9', '4'): np.float64(-0.0865023029781119), ('9', '5'): np.float64(-0.008391180632844896), ('12', '1'): np.float64(-0.001584481838983554), ('12', '2'): np.float64(-0.028811204419251057), ('12', '3'): np.float64(-0.001510546605146106), ('12', '4'): np.float64(-0.3165680360904034), ('12', '5'): np.float64(-0.10209720207362599), ('12', '13'): np.float64(-2.363049071051352e-09), ('13', '1'): np.float64(-0.0039611917985260215), ('13', '2'): np.float64(-0.08630784757289084), ('13', '3'): np.float64(-0.0007552743562607778), ('13', '4'): np.float64(-0.3165904963632918), ('13', '5'): np.float64(-0.102098306042469), ('13', '12'): np.float64(-2.3717536912998617e-09), ('16', '18'): np.float64(-0.09809275771131515), ('18', '7'): np.float64(-0.015421732322112969), ('18', '16'): np.float64(-0.11415473099697965), ('24', '1'): np.float64(-0.003088305038764009)}"
9,72519.78526722494,False,95.13888888888889,"{('1', '12'): np.float64(-0.0007083840447936413), ('1', '13'): np.float64(-0.0017709398966878924), ('3', '4'): np.float64(-0.0007200313051393369), ('3', '12'): np.float64(-0.0008969667677060341), ('3', '13'): np.float64(-0.00044848481355286556), ('4', '3'): np.float64(-0.0007202684384731285), ('4', '12'): np.float64(-0.16724046795566327), ('4', '13'): np.float64(-0.16728200294612772), ('5', '12'): np.float64(-0.05255377327300162), ('5', '13'): np.float64(-0.052556065053413814), ('7', '18'): np.float64(-0.010471848996761193), ('8', '4'): np.float64(-7.803056169874454), ('8', '5'): np.float64(-7.2401254201998215), ('12', '1'): np.float64(-0.0009840089685582698), ('12', '3'): np.float64(-0.0010093505123166362), ('12', '4'): np.float64(-0.19498568140420358), ('12', '5'): np.float64(-0.06111498381083347), ('12', '13'): np.float64(-2.232083704849405e-09), ('13', '1'): np.float64(-0.002460001694675979), ('13', '3'): np.float64(-0.0005046767216898456), ('13', '4'): np.float64(-0.19502374397932942), ('13', '5'): np.float64(-0.06111682912140895), ('13', '12'): np.float64(-2.2520562019042428e-09), ('16', '18'): np.float64(-0.0501673367320844), ('18', '7'): np.float64(-0.009738452925039325), ('18', '16'): np.float64(-0.06325306878087028), ('21', '5'): np.float64(-7.561973998359356), ('24', '1'): np.float64(-0.0008961885114430121)}"
10,64507.74848399673,False,95.48611111111111,"{('1', '12'): np.float64(-0.00031860855887328116), ('1', '13'): np.float64(-0.0007964938302313746), ('3', '4'): np.float64(-0.00013568926054871241), ('3', '12'): np.float64(-0.0005388822885870428), ('3', '13'): np.float64(-0.00026944305921431126), ('4', '3'): np.float64(-0.00017399460672959301), ('4', '12'): np.float64(-0.08312777394778637), ('4', '13'): np.float64(-0.08318867471114488), ('5', '12'): np.float64(-0.02414941760003489), ('5', '13'): np.float64(-0.024152605567153984), ('7', '18'): np.float64(-0.005321343697880329), ('12', '1'): np.float64(-0.0004987719323031655), ('12', '3'): np.float64(-0.0005901791372440201), ('12', '4'): np.float64(-0.0958182640037899), ('12', '5'): np.float64(-0.027966970624221155), ('12', '13'): np.float64(-2.105833858130365e-09), ('13', '1'): np.float64(-0.001246901292781365), ('13', '3'): np.float64(-0.000295091472816767), ('13', '4'): np.float64(-0.09587398865938901), ('13', '5'): np.float64(-0.027969604250992763), ('13', '12'): np.float64(-2.10004116092994e-09), ('16', '18'): np.float64(-0.00037095661734370955), ('18', '7'): np.float64(-0.004001253572161821), ('18', '16'): np.float64(-0.017241973591257065), ('19', '21'): np.float64(-4.884166754749948), ('21', '5'): np.float64(-14.3543232369217)}"
11,57355.468663588596,False,97.56944444444444,"{('3', '12'): np.float64(-0.00014911335379379697), ('3', '13'): np.float64(-7.455903886132917e-05), ('7', '18'): np.float64(-0.0005149895769492596), ('12', '1'): np.float64(-4.334068321933376e-05), ('12', '3'): np.float64(-0.00018822412148458353), ('12', '4'): np.float64(-0.0015254739166977727), ('12', '13'): np.float64(-1.9244151380969586e-09), ('13', '1'): np.float64(-0.00010831533088622065), ('13', '3'): np.float64(-9.411442797486471e-05), ('13', '4'): np.float64(-0.0015998054186449062), ('13', '12'): np.float64(-1.94171871872059e-09), ('19', '21'): np.float64(-14.721749365860333), ('21', '5'): np.float64(-12.205412731245376), ('21', '19'): np.float64(-12.746472306698514)}"
